product_id,product_code,product_name_common,product_name_iupac,cas_number,cas_verified_status,category,seo_title,seo_meta_description,seo_keywords,description_short,description_long,feature_bullets,application_tags,spec_tg_c,spec_mp_c,spec_dk,spec_df,tsca,Column1
CHEM-4106,N-(Butoxymethyl)acrylamide,N-(Butoxymethyl)acrylamide,N-(Butoxymethyl)acrylamide,16656-55-8,Verified,Methacrylate,N-(Butoxymethyl)acrylamide Crosslinker for Thermosetting Coatings | CAS 16656-55-8,"Utilize N-(Butoxymethyl)acrylamide as a cross-linking monomer that reacts at elevated temperatures. It is ideal for creating durable, thermosetting coatings, textile finishes, and adhesives.","N-(butoxymethyl)acrylamide,crosslinking monomer,thermosetting coating,textile finish,latent crosslinker,CAS 16656-55-8","A cross-linking monomer that reacts at elevated temperatures, used in thermosetting coatings and textiles.","N-(Butoxymethyl)acrylamide is a functional monomer that acts as a latent cross-linker. At room temperature, it is stable, but at elevated temperatures (typically during a baking process), it reacts with hydroxyl, carboxyl, or amide groups on other polymers to form a durable, cross-linked network. This makes it ideal for thermosetting industrial coatings and textile finishes.",Latent Crosslinker|Reacts at Elevated Temperatures|Forms Durable Networks|Self-Crosslinking Capability,"Thermosetting Coatings,Textile Finishes,Adhesives,Non-woven Binders",,,,,,Listed
CHEM-4107,DMAEMA,"N,N-Dimethylaminoethyl Methacrylate","N,N-Dimethylaminoethyl Methacrylate",2867-47-2,Verified,Methacrylate,DMAEMA Cationic Monomer for Flocculants & Adhesion Promoters | CAS 2867-47-2,"Employ DMAEMA, a cationic methacrylate with a tertiary amine group, for synthesizing flocculants, pH-responsive polymers, and adhesion promoters for coatings and adhesives.","DMAEMA,dimethylaminoethyl methacrylate,cationic monomer,flocculant,adhesion promoter,pH-responsive polymer,CAS 2867-47-2","A cationic methacrylate with a tertiary amine group, used for flocculants, coatings, and adhesives.","N,N-Dimethylaminoethyl Methacrylate (DMAEMA) is a functional monomer with a tertiary amine group. This group can be protonated to become cationic, making it useful for producing flocculants for water treatment. It also promotes adhesion to substrates and can be used to create 'smart' polymers that respond to changes in pH.",Tertiary Amine Functionality|Cationic at Low pH|Excellent Adhesion Promoter|Forms pH-Responsive Polymers,"Flocculants,Adhesion Promoters,pH-Responsive Polymers,Coatings",,,,,,Listed
CHEM-4108,DEAEMA,"N,N-Diethylaminoethyl Methacrylate","N,N-Diethylaminoethyl Methacrylate",105-16-8,Verified,Methacrylate,DEAEMA Cationic Monomer for Coatings & Water Treatment | CAS 105-16-8,"Use DEAEMA, a cationic methacrylate similar to DMAEMA, in the formulation of high-performance coatings, adhesives, and polymers for water treatment.","DEAEMA,diethylaminoethyl methacrylate,cationic monomer,water treatment,coating additive,CAS 105-16-8","A cationic methacrylate similar to DMAEMA, used in coatings, adhesives, and water treatment.","N,N-Diethylaminoethyl Methacrylate (DEAEMA) is a functional monomer with a tertiary amine group, similar to DMAEMA but with ethyl groups instead of methyl groups. This structural difference can fine-tune properties like hydrophobicity and reactivity. It is used to create cationic polymers for applications in coatings, adhesives, and water treatment.",Tertiary Amine Functionality|Cationic Potential|Fine-tunes Polymer Properties|Used in Coatings & Water Treatment,"Coatings,Water Treatment,Adhesives,Flocculants",,,,,,Listed
CHEM-4109,DMAPMA,"N,N-Dimethylaminopropyl Methacrylate","N,N-Dimethylaminopropyl Methacrylate",5205-93-6,Verified,Methacrylate,DMAPMA Cationic Methacrylate Monomer | CAS 5205-93-6,"Utilize DMAPMA, a cationic methacrylate monomer with a tertiary amine on a propyl chain, for creating polymers with positive charges for use in flocculants and ion exchange resins.","DMAPMA,dimethylaminopropyl methacrylate,cationic monomer,flocculant,ion exchange resin,CAS 5205-93-6",A cationic methacrylate monomer used for creating polymers with positive charges.,"N,N-Dimethylaminopropyl Methacrylate (DMAPMA) is another tertiary amine-functional methacrylate. The longer propyl spacer between the methacrylate and amine groups can alter the polymer's properties compared to DMAEMA. It is used to synthesize cationic polymers for applications like flocculants and ion exchange resins.",Tertiary Amine on Propyl Chain|Cationic Monomer|Used for Flocculants|Forms Ion Exchange Resins,"Flocculants,Ion Exchange Resins,Adhesion Promoters",,,,,,Listed
CHEM-4110,DMAPAA,"N,N-Dimethylaminopropyl Acrylamide","N,N-Dimethylaminopropyl Acrylamide",3845-76-9,Verified,Methacrylate,DMAPAA Cationic Acrylamide Monomer for Water Treatment | CAS 3845-76-9,"Use DMAPAA, a cationic acrylamide monomer, in water treatment, as a paper additive, and in personal care formulations where a cationic charge is desired.","DMAPAA,dimethylaminopropyl acrylamide,cationic acrylamide,water treatment,paper additive,personal care,CAS 3845-76-9","A cationic acrylamide monomer used in water treatment, paper additives, and personal care.","N,N-Dimethylaminopropyl Acrylamide (DMAPAA) is a cationic monomer based on an acrylamide structure rather than an acrylate. This provides different hydrolytic stability. It is used to produce cationic polymers for water treatment, as a retention and drainage aid in papermaking, and in personal care products.",Cationic Acrylamide|Good Hydrolytic Stability|Used in Water Treatment & Paper|Personal Care Additive,"Water Treatment,Paper Additives,Personal Care,Flocculants",,,,,,Listed
CHEM-4111,MBA,"N,N'-Methylenebis(acrylamide)","N,N'-Methylenebis(acrylamide)",110-26-9,Verified,Methacrylate,MBA Crosslinker for Hydrogels & Electrophoresis Gels | CAS 110-26-9,"Use MBA, a common cross-linking agent, to form robust hydrogels for applications in agriculture (soil conditioning) and biotechnology (electrophoresis gels).","MBA,methylenebisacrylamide,crosslinker,hydrogel,electrophoresis,polyacrylamide gel,CAS 110-26-9",A common cross-linking agent used to form hydrogels and for electrophoresis gels.,"N,N'-Methylenebis(acrylamide) (MBA or BIS) is the most common cross-linking agent used in the free-radical polymerization of acrylamide to form polyacrylamide gels. It connects the linear polymer chains, creating a porous network whose pore size can be controlled by the MBA concentration. This is critical for molecular separation in electrophoresis and for creating superabsorbent hydrogels.",Standard Acrylamide Crosslinker|Forms Porous Gel Networks|Controls Gel Pore Size|Essential for Electrophoresis,"Hydrogels,Electrophoresis,Soil Conditioning,Superabsorbent Polymers",,,,,,Listed
CHEM-4112,EBA,"N,N'-Ethylenebis(acrylamide)","N,N'-Ethylenebis(acrylamide)",2956-58-3,Verified,Methacrylate,EBA Crosslinker for Specialty Polymer Synthesis | CAS 2956-58-3,"Employ EBA, a cross-linking agent similar to MBA but with an ethylene spacer, in the synthesis of specialty hydrogels and other cross-linked polymer systems.","EBA,ethylenebisacrylamide,crosslinker,hydrogel,specialty polymer,CAS 2956-58-3","A cross-linking agent similar to MBA, used in polymer synthesis.","N,N'-Ethylenebis(acrylamide) (EBA) is a cross-linking agent analogous to MBA, but with a slightly longer and more flexible ethylene bridge between the two acrylamide groups. This subtle structural change can be used to modify the properties of the resulting cross-linked polymer, such as swelling behavior and mechanical strength.",Crosslinker with Ethylene Bridge|More Flexible than MBA|Modifies Gel Properties|For Specialty Hydrogels,"Hydrogels,Specialty Polymers,Cross-linking",,,,,,Listed
CHEM-4113,DAAM,Diacetone Acrylamide,Diacetone Acrylamide,2873-97-4,Verified,Methacrylate,DAAM Monomer for Wet Adhesion & Crosslinking Resins | CAS 2873-97-4,Incorporate Diacetone Acrylamide (DAAM) into your latexes and resins to provide excellent wet adhesion and ambient temperature cross-linking capabilities when paired with adipic acid dihydrazide (ADH).,"DAAM,diacetone acrylamide,wet adhesion,crosslinking monomer,ambient cure,two-part system,CAS 2873-97-4",A functional monomer that provides wet adhesion and cross-linking capabilities in latexes and resins.,"Diacetone Acrylamide (DAAM) is a functional monomer that provides a unique ambient temperature cross-linking mechanism. The ketone group on DAAM reacts with dihydrazides, most commonly adipic acid dihydrazide (ADH), at room temperature to form a strong, chemically resistant network. This is widely used to impart excellent wet adhesion and scrub resistance to architectural paints and coatings.",Provides Wet Adhesion|Ambient Temperature Cross-linking (with ADH)|Forms Ketone-Hydrazide Bond|Improves Scrub & Chemical Resistance,"Wet Adhesion Resins,Coatings,Adhesives,Sealants",,,,,,Listed
CHEM-4114,ACMO,Acryloylmorpholine,Acryloylmorpholine,1175324,Verified,Methacrylate,ACMO Low-Toxicity Monomer for UV Inks & 3D Printing | CAS 5117-12-4,"Use Acryloylmorpholine (ACMO), a hydrophilic, low-toxicity monomer, for high-performance UV-cured inks, coatings, hydrogels, and 3D printing resins where safety and performance are key.","ACMO,acryloylmorpholine,hydrophilic monomer,low toxicity,UV ink,3D printing resin,CAS 5117-12-4","A hydrophilic, low-toxicity monomer used for UV-cured inks, coatings, and hydrogels.","Acryloylmorpholine (ACMO) is a hydrophilic functional monomer known for its excellent polymerization rate, good solvency, and low toxicity profile compared to other acrylamides. It produces polymers with good adhesion and thermal stability, making it a preferred choice for UV-curable inks, coatings, 3D printing resins, and biomedical hydrogels.",Hydrophilic Monomer|Low Toxicity Profile|Fast Curing Rate|Good Adhesion & Thermal Stability,"UV Inks,3D Printing,Hydrogels,Coatings",,,,,,Listed
CHEM-4115,4-HBA,4-Hydroxybutyl Acrylate,4-Hydroxybutyl Acrylate,211391,Verified,Methacrylate,"4-HBA Monomer for Flexible, Impact-Resistant Resins | CAS 2478-10-6","Use 4-Hydroxybutyl Acrylate (4-HBA), a hydroxy-functional acrylate with a longer flexible chain, to improve adhesion, flexibility, and impact strength in automotive coatings and UV resins.","4-hydroxybutyl acrylate,4-HBA,hydroxy-functional acrylate,flexible monomer,impact modifier,automotive coating,CAS 2478-10-6","A hydroxy-functional acrylate used to improve adhesion, flexibility, and as a cross-linking site.","4-Hydroxybutyl Acrylate (4-HBA) is a hydroxy-functional monomer. Compared to HEA, the longer butyl chain provides greater flexibility and a lower Tg to the polymer. The hydroxyl group serves as a cross-linking site and promotes adhesion, making 4-HBA ideal for applications requiring a combination of toughness, flexibility, and adhesion, such as automotive coatings.","Hydroxy-functional Monomer|Longer, Flexible Butyl Chain|Improves Flexibility & Impact Strength|Provides Cross-linking Site","Automotive Coatings,Adhesives,UV Resins,Tough Coatings",,,,,,Listed
CHEM-4116,HPA,2-Hydroxypropyl Acrylate,2-Hydroxypropyl Acrylate,25584-83-2,Verified,Methacrylate,2-HPA Monomer for Flexible Coatings & Adhesives | CAS 25584-83-2,"Incorporate 2-Hydroxypropyl Acrylate (HPA), a hydroxy-functional monomer, to provide flexibility and reactivity in a wide range of polymer systems for coatings, adhesives, and sealants.","2-hydroxypropyl acrylate,HPA,hydroxy-functional monomer,flexible monomer,coating resin,CAS 25584-83-2",A hydroxy-functional monomer providing flexibility and reactivity in polymer systems.,"2-Hydroxypropyl Acrylate (HPA) is a mixture of isomers that contains a secondary hydroxyl group. It is used to introduce hydroxyl functionality for cross-linking and adhesion, while also imparting flexibility to the polymer backbone. It is a common monomer in the production of acrylic resins for coatings, adhesives, and sealants.",Hydroxy-functional Monomer|Provides Flexibility|Reactive Site for Cross-linking|Promotes Adhesion,"Coatings,Adhesives,Sealants,Resin Synthesis",,,,,,Listed
CHEM-4117,AMA,Allyl Methacrylate,Allyl Methacrylate,96-05-9,Verified,Methacrylate,Allyl Methacrylate (AMA) for Optical & Dental Resins | CAS 96-05-9,"Utilize Allyl Methacrylate (AMA), a dual-functionality monomer with both methacrylate and allyl groups, for staged polymerization in high-performance dental resins and optical polymers.","allyl methacrylate,AMA,dual-functionality monomer,crosslinker,dental resin,optical polymer,CAS 96-05-9",A dual-functionality monomer with methacrylate and allyl groups for staged or controlled polymerization.,"Allyl Methacrylate (AMA) contains two distinct polymerizable groups: a fast-reacting methacrylate group and a slower-reacting allyl group. This differential reactivity allows for a two-step curing process, which can be used to reduce polymerization stress and shrinkage. This makes it highly valuable in applications like dental composites and high-clarity optical polymers.",Dual-Functionality (Methacrylate & Allyl)|Differential Reactivity|Reduces Polymerization Stress & Shrinkage|Ideal for Dental & Optical Resins,"Cross-linking Agent,Dental Resins,Optical Polymers,Coatings",,,,,,Listed
CHEM-4118,EHMA,2-Ethylhexyl Methacrylate,2-Ethylhexyl Methacrylate,688-84-6,Verified,Methacrylate,2-EHMA Monomer for Pressure-Sensitive Adhesives & Sealants | CAS 688-84-6,"Use 2-Ethylhexyl Methacrylate (EHMA), a common methacrylate monomer, to lower the glass transition temperature (Tg) and improve flexibility and water resistance in pressure-sensitive adhesives, coatings, and sealants.","2-ethylhexyl methacrylate,EHMA,methacrylate monomer,pressure-sensitive adhesive,low Tg,CAS 688-84-6",A common methacrylate monomer used to lower Tg and improve flexibility and water resistance.,"2-Ethylhexyl Methacrylate (EHMA) is a low-Tg monomer used to impart flexibility and tack to polymers. Its branched alkyl chain provides excellent water resistance and solubility in non-polar solvents. It is a key building block for a wide range of products, especially pressure-sensitive adhesives, where it controls the adhesive properties.",Low Tg Monomer|Provides Flexibility & Tack|Excellent Water Resistance|Key Monomer for PSAs,"Pressure-Sensitive Adhesives,Coatings,Sealants,Textile Binders",,,,,,Listed
CHEM-4119,SMA,Stearyl Methacrylate,Stearyl Methacrylate,32360-05-7,Verified,Methacrylate,Stearyl Methacrylate (SMA) for Wax Modification & Flow Control | CAS 32360-05-7,"Incorporate Stearyl Methacrylate (SMA), a very long-chain, wax-like monomer, into formulations to provide extreme hydrophobicity, modify wax properties, and act as a pour point depressant in lubricants.","stearyl methacrylate,SMA,long-chain methacrylate,wax modifier,pour point depressant,hydrophobic monomer,CAS 32360-05-7",A very long-chain methacrylate used as a wax-like monomer for hydrophobicity and flow control.,"Stearyl Methacrylate (SMA) is a long-chain (C18) methacrylate that is a waxy solid at room temperature. When copolymerized, the long stearyl chains provide significant hydrophobicity, lubricity, and wax-like properties. It is widely used as a pour point depressant for lubricating oils, a wax modifier, and in specialty coatings.",Very Long C18 Chain|Waxy Solid Monomer|Provides Lubricity & Hydrophobicity|Used as Pour Point Depressant,"Pour Point Depressants,Wax Modifiers,Coatings,Plasticizers",,,,,,Listed
CHEM-4120,t-BMA,t-Butyl Methacrylate,t-Butyl Methacrylate,585-07-9,Verified,Methacrylate,"t-Butyl Methacrylate (t-BMA) for Hard, Chemically Resistant Resins | CAS 585-07-9","Use t-Butyl Methacrylate (t-BMA), a bulky monomer, to provide hardness, hydrolytic stability, and chemical resistance in specialty resins, coatings, and dental polymers.","t-butyl methacrylate,TBMA,bulky monomer,hydrolytic stability,hard resin,dental polymer,CAS 585-07-9",A bulky monomer that provides hardness and chemical resistance.,"The bulky t-butyl group of t-Butyl Methacrylate provides excellent steric protection to the ester linkage, resulting in polymers with superior hydrolytic stability and chemical resistance. It also increases the glass transition temperature (Tg), leading to hard, durable polymers used in specialty coatings and dental applications.",Bulky Tert-Butyl Group|Superior Hydrolytic Stability|Excellent Chemical Resistance|Increases Hardness & Tg,"Specialty Resins,Coatings,Dental Polymers,Adhesives",,,,,,Listed
CHEM-4121,CHMA,Cyclohexyl Methacrylate,Cyclohexyl Methacrylate,101-43-9,Verified,Methacrylate,"Cyclohexyl Methacrylate (CHMA) for Hard, Weatherable Plastics | CAS 101-43-9","Employ Cyclohexyl Methacrylate (CHMA), a cycloaliphatic monomer, to impart high hardness, excellent weatherability, and a high glass transition temperature (Tg) to polymers for hard coatings and optical plastics.","cyclohexyl methacrylate,CHMA,cycloaliphatic methacrylate,hard coating,optical plastic,weatherability,CAS 101-43-9","A cycloaliphatic methacrylate that imparts hardness, weatherability, and high Tg to polymers.","Cyclohexyl Methacrylate (CHMA) contains a bulky cycloaliphatic group that increases the hardness, rigidity, and glass transition temperature (Tg) of acrylic polymers. It also provides excellent resistance to weathering and UV degradation, making it a valuable monomer for durable hard coatings, adhesives, and optical plastics.",Bulky Cycloaliphatic Group|Increases Hardness & Tg|Excellent Weatherability|Good Abrasion Resistance,"Hard Coatings,Optical Plastics,Adhesives,Dental Resins",,,,,,Listed
CHEM-4122,BZMA,Benzyl Methacrylate,Benzyl Methacrylate,2495-37-6,Verified,Methacrylate,Benzyl Methacrylate (BZMA) for High Refractive Index Resins | CAS 2495-37-6,"Utilize Benzyl Methacrylate (BZMA), an aromatic methacrylate, to formulate resins with a high refractive index, hardness, and good chemical resistance, ideal for optical resins and specialty coatings.","benzyl methacrylate,BZMA,aromatic methacrylate,high refractive index,optical resin,CAS 2495-37-6","An aromatic methacrylate providing high refractive index, hardness, and chemical resistance.","Benzyl Methacrylate (BZMA) is an aromatic monomer that contains a phenyl group. This structure imparts a high refractive index, high Tg, and good chemical resistance to the resulting polymer. It is used in the formulation of optical resins, specialty coatings, and adhesives where clarity and durability are required.",Aromatic Benzyl Group|High Refractive Index|High Tg & Hardness|Good Chemical Resistance,"Optical Resins,Coatings,Adhesives,Electronic Materials",,,,,,Listed
CHEM-4123,HPMA,2-Hydroxypropyl Methacrylate,2-Hydroxypropyl Methacrylate,27813-02-1,Verified,Methacrylate,"2-HPMA Monomer for Flexible, Crosslinkable Resins | CAS 27813-02-1","Incorporate 2-Hydroxypropyl Methacrylate (HPMA), a hydroxy-functional monomer, into your formulations to provide a flexible backbone and a reactive site for cross-linking in coatings, adhesives, and resins.","2-hydroxypropyl methacrylate,HPMA,hydroxy-functional methacrylate,flexible monomer,crosslinking,CAS 27813-02-1",A hydroxy-functional methacrylate providing flexibility and a reactive site for cross-linking.,"2-Hydroxypropyl Methacrylate (HPMA) is a hydrophilic monomer that contains a secondary hydroxyl group, providing a reactive site for cross-linking with isocyanates, melamines, or anhydrides. It is less reactive than HEMA and provides more flexibility to the polymer, making it a versatile choice for a wide range of coating, adhesive, and resin applications.",Secondary Hydroxyl Group|Provides Flexibility|Reactive Cross-linking Site|Hydrophilic Monomer,"Coatings,Adhesives,Resins,Photopolymers",,,,,,Listed
CHEM-4124,4-HBMA,4-Hydroxybutyl Methacrylate,4-Hydroxybutyl Methacrylate,2082-81-7,Verified,Methacrylate,"4-HBMA Monomer for Flexible, Impact-Resistant Coatings | CAS 2082-81-7","Use 4-Hydroxybutyl Methacrylate (4-HBMA), a hydroxy-functional monomer with a C4 spacer, to improve the flexibility and impact strength of coatings and adhesives.","4-hydroxybutyl methacrylate,HBMA,hydroxy-functional methacrylate,flexible monomer,impact modifier,CAS 2082-81-7",A hydroxy-functional methacrylate used to improve flexibility and impact strength.,"4-Hydroxybutyl Methacrylate (4-HBMA) is a hydroxy-functional monomer with a longer, more flexible butyl spacer compared to HEMA or HPMA. This structure is used to significantly improve the flexibility and impact strength of cross-linked systems while still providing a hydroxyl group for adhesion and reactivity.",Hydroxy-functional Monomer|Flexible C4 Spacer|Improves Flexibility & Impact Strength|Promotes Adhesion,"Flexible Coatings,Adhesives,Impact Modifiers,Resin Synthesis",,,,,,Listed
CHEM-4125,GMA,Glycidyl Methacrylate,Glycidyl Methacrylate,106-91-2,Verified,Methacrylate,Glycidyl Methacrylate (GMA) for Functional & Powder Coatings | CAS 106-91-2,"Employ Glycidyl Methacrylate (GMA), a dual-functionality monomer with both methacrylate and epoxy groups, to create functional polymers for powder coatings, adhesives, and hydrogels.","glycidyl methacrylate,GMA,functional monomer,epoxy methacrylate,powder coating,hydrogel,CAS 106-91-2",A dual-functionality monomer with methacrylate and epoxy groups for creating functional polymers.,"Glycidyl Methacrylate (GMA) is a versatile monomer containing both a polymerizable methacrylate group and a reactive epoxy (glycidyl) group. The methacrylate group allows it to be incorporated into an acrylic polymer backbone, while the epoxy group remains available for a secondary cross-linking reaction, typically with acids or amines. This makes it a key component in acrylic powder coatings and functional resins.",Dual-Functionality (Methacrylate & Epoxy)|Enables Post-Crosslinking|Key for Powder Coatings|Creates Functional Polymers,"Powder Coatings,Adhesives,Functional Polymers,Hydrogels,Compatibilizers",,,,,,Listed
CHEM-4126,THFMA,Tetrahydrofurfuryl Methacrylate,Tetrahydrofurfuryl Methacrylate,2455-24-5,Verified,Methacrylate,THFMA Monomer for Superior Adhesion to Plastics | CAS 2455-24-5,"Utilize Tetrahydrofurfuryl Methacrylate (THFMA), a cyclic ether methacrylate, to achieve excellent adhesion to a wide variety of plastics and metals in specialty coatings and UV-cured resins.","tetrahydrofurfuryl methacrylate,THFMA,adhesion promoter,coating for plastics,UV resin,cyclic ether,CAS 2455-24-5",A cyclic ether methacrylate providing excellent adhesion to plastics and metals.,"Tetrahydrofurfuryl Methacrylate (THFMA) is a specialty monomer known for its ability to promote adhesion to difficult-to-bond substrates, particularly plastics like PVC and ABS. The cyclic ether group enhances its bonding capabilities. It is widely used in UV-curable inks, coatings for plastics, and specialty adhesives.",Cyclic Ether Structure|Excellent Adhesion to Plastics & Metals|Improves Bond Strength|Low Volatility,"Adhesion Promoter,Coatings for Plastics,UV Resins,Inks",,,,,,Listed
CHEM-4127,PEMA,Phenoxyethyl Methacrylate,Phenoxyethyl Methacrylate,10595-06-9,Verified,Methacrylate,PEMA Monomer for Flexible Adhesives & Coatings | CAS 10595-06-9,"Incorporate Phenoxyethyl Methacrylate (PEMA), an aromatic methacrylate, into your formulations to provide a good balance of adhesion, flexibility, and moderate glass transition temperature (Tg).","phenoxyethyl methacrylate,PEMA,aromatic methacrylate,flexible monomer,adhesion,CAS 10595-06-9","An aromatic methacrylate that provides good adhesion, flexibility, and moderate Tg.","Phenoxyethyl Methacrylate (PEMA) is an aromatic methacrylate that offers a good balance of properties. The phenoxy group provides good adhesion and a moderate increase in Tg, while the ethyl spacer imparts flexibility. It is a versatile monomer used in a wide range of adhesives, coatings, and sealants.",Aromatic Monomer|Good Adhesion|Provides Flexibility|Moderate Tg,"Adhesives,Coatings,Sealants,Resin Modification",,,,,,Listed
CHEM-4128,3FMA,"2,2,2-Trifluoroethyl Methacrylate","2,2,2-Trifluoroethyl Methacrylate",352-87-4,Verified,Methacrylate,3FMA Fluorinated Methacrylate for Low Surface Energy Coatings | CAS 352-87-4,"Formulate low surface energy, hydrophobic, and oleophobic polymers with 3FMA, a fluorinated methacrylate ideal for anti-graffiti coatings, low refractive index polymers, and dental sealants.","trifluoroethyl methacrylate,3FMA,fluorinated methacrylate,low surface energy,hydrophobic coating,oleophobic,CAS 352-87-4","A fluorinated methacrylate for creating low surface energy, hydrophobic, and oleophobic polymers.","2,2,2-Trifluoroethyl Methacrylate (3FMA) is a fluorinated monomer. The trifluoromethyl group gives the resulting polymer a very low surface energy, which translates to excellent hydrophobicity (water repellency) and oleophobicity (oil repellency). It is used for specialty coatings, low refractive index applications, and durable dental sealants.",Fluorinated Monomer|Very Low Surface Energy|Hydrophobic & Oleophobic|Low Refractive Index,"Hydrophobic Coatings,Low Refractive Index Polymers,Dental Sealants,Anti-graffiti Coatings",,,,,,Listed
CHEM-4129,MPEGMA,Methoxypolyethylene Glycol Methacrylate,Methoxypolyethylene Glycol Methacrylate,26915-72-0,Verified,Methacrylate,MPEGMA Hydrophilic Monomer for Dispersants & Hydrogels | CAS 26915-72-0,"Use Methoxypolyethylene Glycol Methacrylate (MPEGMA), a hydrophilic monomer, to impart water solubility, create comb-like polymer structures, and act as a dispersant, particularly for concrete superplasticizers.","methoxypolyethylene glycol methacrylate,MPEGMA,hydrophilic monomer,comb polymer,dispersant,superplasticizer,CAS 26915-72-0",A hydrophilic monomer used to impart water solubility and create comb-like polymer structures.,"Methoxypolyethylene Glycol Methacrylate (MPEGMA) consists of a methacrylate group attached to a polyethylene glycol (PEG) chain. This structure makes it highly hydrophilic. When polymerized, it forms 'comb' polymers with PEG side chains, which are highly effective as steric dispersants. Its largest application is in the production of polycarboxylate ether (PCE) superplasticizers for concrete.",Hydrophilic PEG Side Chains|Forms 'Comb' Polymers|Excellent Steric Dispersant|Key for Concrete Superplasticizers,"Dispersants,Concrete Superplasticizers,Hydrogels,Surface Modifiers",,,,,,Listed
CHEM-4130,DEGDMA,Diethylene Glycol Dimethacrylate,Diethylene Glycol Dimethacrylate (2G),2358-84-1,Verified,Methacrylate,DEGDMA (2G) Flexible Crosslinker for Anaerobic Adhesives | CAS 2358-84-1,"Use Diethylene Glycol Dimethacrylate (DEGDMA), a flexible difunctional cross-linker, to balance hardness and flexibility in formulations for anaerobic adhesives, dental composites, and sealants.","diethylene glycol dimethacrylate,DEGDMA,flexible crosslinker,anaerobic adhesive,dental composite,CAS 2358-84-1",A flexible difunctional cross-linker used to balance hardness and flexibility.,"Diethylene Glycol Dimethacrylate (DEGDMA) is a difunctional cross-linking monomer. Compared to EGDMA, the longer, more flexible diethylene glycol chain results in a lower cross-link density and a more flexible cured polymer. It is often used to balance hardness and flexibility and to reduce brittleness in resin systems.",Flexible Difunctional Crosslinker|Balances Hardness & Flexibility|Reduces Brittleness|Lower Cross-link Density than EGDMA,"Anaerobic Adhesives,Dental Composites,Sealants,Coatings",,,,,,Listed
CHEM-4131,TEGDMA,Triethylene Glycol Dimethacrylate,Triethylene Glycol Dimethacrylate (3G),109-16-0,Verified,Methacrylate,TEGDMA (3G) Low-Shrinkage Crosslinker for Dental Resins | CAS 109-16-0,"Employ Triethylene Glycol Dimethacrylate (TEGDMA), a flexible cross-linking monomer, to lower polymerization shrinkage and improve impact strength, making it a standard reactive diluent in dental resins.","triethylene glycol dimethacrylate,TEGDMA,reactive diluent,dental resin,low shrinkage,flexible crosslinker,CAS 109-16-0",A flexible cross-linking monomer that lowers shrinkage and improves impact strength.,"Triethylene Glycol Dimethacrylate (TEGDMA) is a low-viscosity, flexible cross-linking monomer. It is widely used as a reactive diluent in dental composites to reduce the viscosity of thicker resin monomers (like Bis-GMA) and to lower polymerization shrinkage. Its flexibility also helps to improve the fracture toughness of the cured composite.",Low-Viscosity Reactive Diluent|Reduces Polymerization Shrinkage|Improves Fracture Toughness|Standard in Dental Composites,"Dental Resins,Adhesives,Coatings,Anaerobic Adhesives",,,,,,Listed
CHEM-4132,PEGDM,Polyethylene Glycol Dimethacrylate,Polyethylene Glycol Dimethacrylate (9G),25852-47-5,Verified,Methacrylate,PEGDM (9G) Hydrophilic Crosslinker for Hydrogels | CAS 25852-47-5,"Utilize Polyethylene Glycol Dimethacrylate (PEGDM), a hydrophilic and flexible cross-linker, for creating highly absorbent and biocompatible hydrogels for drug delivery and soft contact lenses.","polyethylene glycol dimethacrylate,PEGDM,hydrophilic crosslinker,hydrogel,drug delivery,biocompatible,CAS 25852-47-5","A hydrophilic, flexible cross-linker for creating hydrogels and soft polymers.","Polyethylene Glycol Dimethacrylate (PEGDM) is a cross-linking monomer with a long, flexible, and hydrophilic polyethylene glycol (PEG) chain between the two methacrylate groups. It is a key building block for creating biocompatible and highly absorbent hydrogels, which are widely used in biomedical applications such as soft contact lenses, drug delivery systems, and tissue engineering scaffolds.",Hydrophilic & Flexible Crosslinker|Forms Biocompatible Hydrogels|High Water Absorbency|Long PEG Chain,"Hydrogels,Drug Delivery,Soft Contact Lenses,Tissue Engineering",,,,,,Listed
CHEM-4133,"1,3-BGDMA","1,3-Butanediol Dimethacrylate","1,3-Butanediol Dimethacrylate (1,3-BG)",1189-08-8,Verified,Methacrylate,"1,3-BGDMA Crosslinker for Dental & Medical Adhesives | CAS 1189-08-8","Use 1,3-Butanediol Dimethacrylate (1,3-BGDMA), a difunctional cross-linking monomer, in the formulation of high-performance dental composites and medical adhesives.","1,3-butanediol dimethacrylate,BGDMA,crosslinker,dental composite,medical adhesive,CAS 1189-08-8",A difunctional cross-linking monomer used in dental and medical applications.,"1,3-Butanediol Dimethacrylate (1,3-BGDMA) is a difunctional cross-linking monomer that provides a good balance of rigidity and toughness. It is often used in dental and medical polymer systems, contributing to the mechanical strength and durability of the final cured product.",Difunctional Crosslinker|Good Balance of Rigidity & Toughness|Improves Mechanical Strength|Used in Dental & Medical Polymers,"Dental Composites,Medical Adhesives,Anaerobic Adhesives",,,,,,Listed
